ID,state,muni,county,zoning,zoning_name,likelyres,count_zoning
538,MD,Dorchester,Dorchester,RR,Rural Residential District,1,20
2847,NJ,Hamburg Borough,Sussex County,RR,Residential,1,20
3220,NJ,Sparta,Sussex County,RR,Rural Residential Zone-5 acre min lot with cluster options,1,20
117,MD,Baltimore City,Baltimore,R-1A,Detached Residential Zoning District,1,18
2914,NJ,Randolph Township,Morris County,R-1A,Residential - Single Family,1,18
2988,NJ,Metuchen borough,Middlesex County,R-1A,Residential District,1,18
3315,NJ,Boonton Town,Morris County,R-1A,"Single Family Residential (12,500 SF)",1,18
3405,NJ,New Brunswick,Middlesex County,R-1A,Single-family residential,1,18
3385,NJ,Rockaway Borough,Morris County,R-1A,Single-Family Residence,1,18
3276,NJ,Linden,Union County,R-1a,single family,1,18
2311,NJ,Clinton Town,Hunterdon County,R-1A,One Family Residence District,1,18
1979,NJ,Hopatcong Borough,Sussex County,R-1A,Multifamily Residence,1,18
1983,NJ,Hopatcong Borough,Sussex County,R-1A,Multifamily Residence Zone,1,18
2317,NJ,Bogota,Bergen County,R-1A,"One Family Residential/Multi family, senior citizen",1,18
1550,NJ,Hoboken,Hudson County,I-2,Industrial District (Mixed Use),1,18
2662,NJ,Boonton Township,Morris County,R-1A,Residence,1,18
2731,NJ,Chatham Township,Morris County,R-1A,Residence District,1,18
3020,NJ,Fair Lawn,Bergen County,I-1,residential industrial,1,17
371,MD,Wicomico,Wicomico,R-15,Residential,1,17
1814,NJ,Woodbridge,Middlesex County,R-15,Medium-Density Single-Family Residential Zone,1,17
2330,NJ,Lebanon Township,Hunterdon County,R-15,One-Family Residential,1,17
2963,NJ,Millville,Cumberland County,R-15,Residential District,1,17
3076,NJ,Freehold Township,Monmouth County,R-15,Residential Zone,1,17
3400,NJ,Mahwah Township,Bergen County,R-15,Single-Family Residential,1,17
3448,NJ,Hackettstown Town,Warren County,R-15,Single-Family Residential (15000sqft),1,17
3461,NJ,Brick,Ocean County,R-15,Single-Family Residential Zone,1,17
3284,NJ,Hanover Township,Morris County,R-15,Single Family Residence,1,17
1721,NJ,Wharton Borough,Morris County,R-15,Low Density Single Family,1,17
2327,NJ,Florham Park borough,Morris County,R-15,One-Family Residence Residential Zone,1,17
1361,NJ,Plainfield,Union County,R-7,high density residential,1,17
2812,NJ,Bernards Township,Somerset County,R-7,Residential,1,17
3103,NJ,Mount Olive Township,Morris County,R-7,Residential/Active Adult/Inclusionary Housing,1,17
3336,NJ,Keansburg borough,Monmouth County,R-7,Single Family Residential Zone District,1,17
3440,NJ,Middlesex County,Sayreville borough,R-7,Single-Family Residential,1,17
509,MD,Baltimore City,Baltimore,R-7,Rowhouse and Multi-Family Residential Zoning District,1,17
2328,NJ,Florham Park borough,Morris County,R-7,One-Family Residence Residential Zone,1,17
792,NJ,Fair Lawn,Bergen County,R-7,age restricted affordable multifamily residential overlay district,1,17
1776,NJ,Wanaque Borough,Passaic County,R-15,Medium Density Residence,1,17
2688,NJ,Pequannock Township,Morris County,R-15,Residence,1,17
1248,NJ,Cranford,Union County,R-7,garden apartment residence district,1,17
2072,NJ,Township of North Brunswick,Middlesex County,R-7,multistoried senior citizen apartment residential,1,17
855,NJ,Chatham Township,Morris County,R-7,Apartment District,1,17
2686,NJ,Morris Plains Borough,Morris County,R-7,Residence,1,17
2725,NJ,Butler Borough,Morris County,R-7,Residence District,1,17
3151,NJ,Long Branch city,Monmouth,R-7,Riverfront Mixed Zone District ,1,17
871,NJ,Secaucus town,Hudson County,B,B Residential Zone,1,16
3136,NJ,Mendham Township,Morris County,B,Retail Business or Detached Single Dwelling,1,16
2709,NJ,Washington,Gloucester County,B,Residence ,1,16
854,NJ,Wharton Borough,Morris County,A,Apartment and Townhouse,1,14
706,NJ,Secaucus town,Hudson County,A,A Residential Zone,1,14
2780,NJ,Kinnelon Borough,Morris County,A,Residential,1,14
2708,NJ,Washington,Gloucester County,A,Residence ,1,14
583,MD,Denton ,Caroline,SR,Suburban Residential,1,13
585,MD,Mountain Lake Park,Garrett,SR,Suburban Residential ,1,13
587,MD,Dorchester,Dorchester,SR,Suburban Residential District,1,13
589,MD,Accident,Garrett,SR,Suburban Residential District ,1,13
3260,NJ,Kinnelon Borough,Morris County,SR,Senior Residential,1,13
3499,NJ,Andover,Sussex County,SR,Special Residential ,1,13
780,NJ,Brick,Ocean County,AH-1,Affordable Housing Multifamily Zone,1,12
15,MD,Somerset,Somerset,AR,Agricultural Residential,1,12
19,MD,Dorchester,Dorchester,AR,Agricultural-Residential District ,1,12
1836,NJ,Florham Park borough,Morris County,C-4,"Mixed Office, Research, Laboratory and Multifamily Residential Zone",1,12
386,MD,Cambridge,Dorchester,R,Residential (R ) District ,1,12
562,MD,Barclay,Queen Anne's,R,Single Family Residential ,1,12
1731,NJ,Union City,Hudson County,R,Low-Density Residential,1,12
2826,NJ,Hillsborough,Somerset County,R,Residential,1,12
3427,NJ,Montgomery,Somerset County,R,Single-Family Residential,1,12
1164,NJ,Mendham Township,Morris County,R,Detached Single Dwelling,1,12
3281,NJ,Morristown Town,Morris County,R,Single Family Detached,1,12
3359,NJ,Glassboro,Gloucester County,R,Single-Family and Senior Citizen District,1,12
3591,NJ,Butler Borough,Morris County,R-8,Townhouse/Apartment Residential District,1,12
208,MD,Frederick,Frederick,R-8,Medium Density Residential,1,12
370,MD,Wicomico,Wicomico,R-8,Residential,1,12
2360,NJ,Metuchen borough,Middlesex County,R-8,Overlay Residential District,1,12
3369,NJ,Bernardsville Borough,Somerset County,R-8,Single-Family Attached Residence,1,12
510,MD,Baltimore City,Baltimore,R-8,Rowhouse and Multi-Family Residential Zoning District,1,12
619,MD,Mountain Lake Park,Garrett,TR,Town Residential,1,12
622,MD,Sudlersville,Queen Anne's,TR,Town Residential ,1,12
623,MD,Church Hill,Queen Anne's,TR,Town Residential District,1,12
625,MD,Accident,Garrett,TR,Town Residential District ,1,12
630,MD,Denton ,Caroline,TR,Town Scale Residential,1,12
860,NJ,Middlesex County,Old Bridge township,AR,Apartment Retirement,1,12
857,NJ,Cranford,Union County,R-8,apartment residence district,1,12
2684,NJ,Morris Plains Borough,Morris County,R-8,Residence,1,12
894,NJ,Long Branch city,Monmouth,R-8,Boulevard Mixed Zone District ,1,12
779,NJ,Brick,Ocean County,AH-2,Affordable Housing Golf Course/Country Club and Multifamily Zone,1,11
301,MD,Baltimore City,Baltimore,OR,Office-Residential Zoning District,1,11
2264,NJ,Millville,Cumberland County,OR,Office Residential District,1,11
379,MD,Salisbury,Wicomico,R-10A,Residential,1,11
399,MD,Easton,Talbot,R-10A,Residential District,1,11
1716,NJ,Far Hills Borough,Somerset County,R-10A,Low Density Residential - Special Residential Development Option,1,11
1771,NJ,Deptford township,Gloucester County,R-10A,Medium and Low Density Residential District,1,11
3312,NJ,Lakewood Township,Ocean,R-10A,Single Family Residential ,1,11
3436,NJ,Bridgewater township,Somerset County,R-10A,Single-Family Residential,1,11
253,MD,Prince George's,Prince George's,R-10A,Multifamily High Density Residential-Efficiency,1,11
1970,NJ,Bernardsville Borough,Somerset County,R-10A,Multi-Family Housing,1,11
2674,NJ,Hanover Township,Morris County,R-10A,Residence,1,11
83,MD,Montgomery,Montgomery,CR,Commercial/Residential,1,10
86,MD,Kent,Kent,CR,community residential,1,10
1153,NJ,Union Township,Hunterdon County,CR,Country Residential,1,10
2828,NJ,Hillsborough,Somerset County,CR,Residential,1,10
2064,NJ,Middlesex County,South Brunswick township,MF,Multiple-dwelling/garden,1,10
1353,NJ,Bedminster Township,Somerset County,MF,High Density Multiple Family,1,10
1944,NJ,Vineland,Cumberland County,MF,Multifamily,1,10
1951,NJ,Sparta Township,Sussex County,MF,Multi-Family,1,10
1986,NJ,Victory Gardens Borough,Morris County,MF,Multifamily Residential,1,10
2002,NJ,Franklin Borough,Sussex County,MF,Multi-Family Residential,1,10
2046,NJ,Sparta,Sussex County,MF,Multi-Family Zone,1,10
1785,NJ,Stanhope Borough,Sussex County,MR,Medium Density Residential,1,10
1790,NJ,Mannington City,Salem County,MR,Medium Density Residential ,1,10
1935,NJ,Bethlehem Township,Hunterdon County,MR,Mountain Residential,1,10
261,MD,Boonsboro,Washington,MR,Multi-family residential district ,1,10
1984,NJ,Glen Gardner Borough,Hunterdon County,MR,Multifamily Residential,1,10
373,MD,Wicomico,Wicomico,R-30,Residential,1,10
3000,NJ,Marlboro township,Monmouth,R-30,Residential District,1,10
3449,NJ,Hackettstown Town,Warren County,R-30,Single-Family Residential (30000sqft),1,10
3525,NJ,Manalapan township,Monmouth,R-30,Suburban Residential - Single Family,1,10
1813,NJ,Jefferson Township,Morris County,R-30,Medium-Density Single-Family Residence,1,10
3289,NJ,Hanover Township,Morris County,R-30,Single Family Residence,1,10
255,MD,Prince George's,Prince George's,R-30,Multifamily Low Density Residential,1,10
263,MD,Laurel,Prince George's,R-30,"multifamily, low density",1,10
90,MD,Prince George's,Prince George's,R-M,Comprehensive Design Zones - Subdivision - Residential Medium Development,1,10
1362,NJ,Independence Township,Warren County,R-M,High Density Residential,1,10
1365,NJ,Bayonne city,Hudson County,R-M,High Density Residential District,1,10
1747,NJ,Township of North Brunswick,Middlesex County,R-M,manufactured housing residential,1,10
1805,NJ,Union City,Hudson County,R-M,Medium-Density Residential,1,10
1811,NJ,West New York,Hudson County,R-M,Medium-Density Residential District,1,10
2003,NJ,Middlesex County,Piscataway township,R-M,Multi-Family Residential,1,10
682,MD,Cecil,Cecil,VR,Village Residential,1,10
685,MD,Harford,Harford,VR,Village Residential District (Conventional Residential),1,10
3630,NJ,Washington Borough,Warren County,VR,Valley Residential,1,10
3671,NJ,Branchburg township,Somerset County,VR,VR - Village Residential (Neshanic Station),1,10
224,MD,Denton ,Caroline,MR,Mixed Residential,1,10
2656,NJ,Boonton Township,Morris County,R-30,Residence,1,10
428,MD,Montgomery,Montgomery,R-30,Residential Multi-Unit Low Density,1,10
1485,NJ,Bloomingdale Borough,Passaic County,R-M,In Town Apartment and Senior Citizen,1,10
2671,NJ,Hanover Township,Morris County,R-M,Residence,1,10
1356,NJ,Washington,Gloucester County,H,High Density Residential,1,9
839,NJ,Branchburg township,Somerset County,AH-3,AH-3 - Route 22 Planned Residential/Affordable Housing,1,8
787,NJ,Roxbury Township,Morris County,AH-3,Affordable Senior Citizen/Multi-Family Housing/Business,1,8
335,MD,Charles,Charles,PRD,Planned Development Zone -Planned Residential Development Zone,1,8
337,MD,Salisbury,Wicomico,PRD,Planned Residential District ,1,8
2443,NJ,Riverdale Borough,Morris County,PRD,Planned Residential,1,8
2447,NJ,Clinton Town,Hunterdon County,PRD,Planned Residential Development,1,8
358,MD,Anne Arundel,Anne Arundel,R1,Residential,1,8
435,MD,Laytonsville,Montgomery,R1,Residential One Acre,1,8
651,MD,Harford,Harford,R1,Urban Residential District Conventional,1,8
3335,NJ,Asbury Park City,Monmouth,R1,Single Family Residential Zone,1,8
3457,NJ,Cherry Hill,Camden County,R1,Single-Family Residential Zone,1,8
569,MD,Annapolis,Anne Arundel,R1,single-family residence,1,8
361,MD,Anne Arundel,Anne Arundel,R2,Residential,1,8
437,MD,Laytonsville,Montgomery,R2,Residential One-Half Acre,1,8
652,MD,Harford,Harford,R2,Urban Residential District Conventional,1,8
3458,NJ,Cherry Hill,Camden County,R2,Single-Family Residential Zone,1,8
3613,NJ,Asbury Park City,Monmouth,R2,Two to Four Family Residential Zone,1,8
572,MD,Annapolis,Anne Arundel,R2,single-family residence,1,8
453,MD,Laytonsville,Montgomery,R3,Residential Two Acres,1,8
458,MD,La Plata,Charles,R3,"Residential Zone - 3,000 sqft",1,8
653,MD,Harford,Harford,R3,Urban Residential District Conventional,1,8
2586,NJ,Branchburg township,Somerset County,R3,R3 - R-3 Rural Three Acre Residential,1,8
2757,NJ,Egg Harbor City,Atlantic County,R3,Residential,1,8
3459,NJ,Cherry Hill,Camden County,R3,Single-Family Residential Zone,1,8
1773,NJ,Asbury Park City,Monmouth,R3,Medium Density Multifamily Residential Zone,1,8
2898,NJ,Phillipsburg Town,Warren County,R-75,"Residential - 7,500 S.F. Lots",1,8
2927,NJ,Lopatcong Township,Warren County,R-75,"Residential (9,000 SF)",1,8
3082,NJ,Fanwood,Union County,R-75,residential zone,1,8
3430,NJ,Belvidere Town,Warren County,R-75,Single-Family Residential,1,8
3456,NJ,South River borough,Middlesex County,R-75,Single-Family Residential District,1,8
3467,NJ,Long Beach,Ocean County,R-75,Single-Family Residential Zone,1,8
3664,NJ,Franklin Township,Warren County,R-75,Village Residential,1,8
1926,NJ,Wharton Borough,Morris County,R-75,Moderate Density Single-Family,1,8
143,MD,Annapolis,Anne Arundel,R3,General Residence,1,8
1005,NJ,Franklin Township,Somerset County,C-R,Cluster Residential,1,7
1009,NJ,Fair Lawn,Bergen County,C-R,cobined residential,1,7
3278,NJ,Morristown Town,Morris County,MF-1,Single Family & Semi-Attached,1,7
1952,NJ,Mahwah Township,Bergen County,MF-1,Multi-Family 1,1,7
1972,NJ,Greenwich Township,Warren County,MF-1,Multi-Family Housing 1,1,7
1973,NJ,Pennsville,Salem County,MF-1,Multifamily Inclusionary Zoning District,1,7
2031,NJ,Florham Park borough,Morris County,MF-1,Multifamily Residential Zone,1,7
2047,NJ,Sparta,Sussex County,MF-1,"Multi-Family Zone-1, Inclusionary Housing District ",1,7
2831,NJ,Hillsborough,Somerset County,PD,Residential,1,7
118,MD,Baltimore City,Baltimore,R-1B,Detached Residential Zoning District,1,7
3316,NJ,Boonton Town,Morris County,R-1B,"Single Family Residential (12,500 SF)",1,7
3406,NJ,New Brunswick,Middlesex County,R-1B,Single-family residential,1,7
3277,NJ,Linden,Union County,R-1b,single family,1,7
3356,NJ,White Township,Warren County,R-1B,Single-Family and Arc District,1,7
2300,NJ,Carteret borough,Middlesex County,R-25,One- and two-family residential,1,7
3002,NJ,Marlboro township,Monmouth,R-25,Residential District,1,7
3063,NJ,Perth Amboy,Middlesex County,R-25,Residential Zone,1,7
3287,NJ,Hanover Township,Morris County,R-25,Single Family Residence,1,7
2326,NJ,Florham Park borough,Morris County,R-25,One-Family Residence Residential Zone,1,7
1314,NJ,Long Beach,Ocean County,R-50,General Residential Zone,1,7
2896,NJ,Phillipsburg Town,Warren County,R-50,"Residential - 5,000 S.F. Lots",1,7
2936,NJ,Howell,Monmouth County,R-50,Residential 50,1,7
3062,NJ,Perth Amboy,Middlesex County,R-50,Residential Zone,1,7
3330,NJ,Hazlet,Monmouth County,R-50,Single Family Residential District,1,7
3431,NJ,Carteret borough,Middlesex County,R-50,Single-family residential,1,7
2754,NJ,Egg Harbor City,Atlantic County,RA,Residential,1,7
2945,NJ,Cherry Hill,Camden County,RA,Residential Agricultural Zone,1,7
3044,NJ,Union,Union County,RA,residential one family,1,7
3079,NJ,Surf City,Ocean County,RA,Residential Zone,1,7
2660,NJ,Boonton Township,Morris County,R-1B,Residence,1,7
2695,NJ,Riverdale Borough,Morris County,R-25,Residence,1,7
1954,NJ,Mahwah Township,Bergen County,MF-2,Multi-Family 2,1,6
1974,NJ,Pennsville,Salem County,MF-2,Multifamily Inclusionary Zoning District,1,6
2032,NJ,Florham Park borough,Morris County,MF-2,Multifamily Residential Zone,1,6
2048,NJ,Sparta,Sussex County,MF-2,"Multi-Family Zone-2, Inclusionary Housing District ",1,6
2051,NJ,Morristown Town,Morris County,MF-2,"Multi-Family, Low Intensity",1,6
1800,NJ,Washington,Gloucester County,MH,Medium High Density Residential,1,6
2990,NJ,Metuchen borough,Middlesex County,R-2A,Residential District,1,6
3318,NJ,Boonton Town,Morris County,R-2A,"Single Family Residential (6,250 SF)",1,6
2302,NJ,Clinton Town,Hunterdon County,R-2A,One Family & Multi-Family Res,1,6
306,MD,Prince George's,Prince George's,R-80,One-Family Detached Residential,1,6
2786,NJ,Montville Township,Morris County,R-80,Residential,1,6
2993,NJ,Marlboro township,Monmouth,R-80,Residential District,1,6
3069,NJ,Freehold Township,Monmouth County,R-80,Residential Zone,1,6
3401,NJ,Mahwah Township,Bergen County,R-80,Single-Family Residential,1,6
2361,NJ,Metuchen borough,Middlesex County,R-9,Overlay Residential District,1,6
3078,NJ,Freehold Township,Monmouth County,R-9,Residential Zone,1,6
3520,NJ,Far Hills Borough,Somerset County,R-9,Suburban Residential,1,6
511,MD,Baltimore City,Baltimore,R-9,Rowhouse and Multi-Family Residential Zoning District,1,6
1948,NJ,Pompton Lakes Borough,Passaic County,R-9,Multifamily,1,6
3058,NJ,Union,Union County,RB,residential two family,1,6
154,MD,Cecil,Cecil,RM,High Density Residential,1,6
218,MD,Charles,Charles,RM,Medium-Density Residential ,1,6
3054,NJ,Union,Union County,RM,residential single family attached,1,6
2063,NJ,Belvidere Town,Warren County,RM,Multiple-Dwelling Residential,1,6
426,MD,Washington,Washington,RM,Residential Multi-family,1,6
1993,NJ,Union Township,Hunterdon County,RM,Multi-Family Residential,1,6
474,MD,Charlestown,Cecil,R-R,"Residential, Shoreline Recreational",1,6
536,MD,Prince George's,Prince George's,R-R,Rural Residential,1,6
540,MD,Oxford,Talbot,R-R,Rural Residential District,1,6
2793,NJ,Parsippany-Troy Hills Township,Morris County,R-R,Residential,1,6
3177,NJ,Manalapan township,Monmouth,R-R,Rural Conservation - Rural Residential,1,6
